sales,order_date,product,customer,country,region,employee,category,weekday,month,quarter,semester
934.44,2001-04-07,LED Desk Lamp,Pinnacle Tech,Nigeria,África,William Wilson,Lighting,Saturday,April,Q2,1st sem.
324.87,2001-04-07,Ergonomic Desk,NextGen Innovators,India,Asia,Joseph Taylor,Office Furniture,Saturday,April,Q2,1st sem.
535.81,2001-04-07,Espresso Machine,Pioneer Tech,India,Asia,Joseph Taylor,Kitchen Appliances,Saturday,April,Q2,1st sem.
607.48,2001-04-07,Pet Bed,Pioneer Tech,Spain,Europa,John Smith,Pet Supplies,Saturday,April,Q2,1st sem.
173.79,2001-04-08,Smart Watch,Tech Trends,Kenya,África,John Smith,Wearables,Sunday,April,Q2,1st sem.
416.41,2001-04-09,USB Keyboard,Innovate Unlimited,USA,América,Michael Davis,Computer Accessories,Monday,April,Q2,1st sem.
254.92,2001-04-09,Leather Office Chair,Elite Tech,China,Asia,Michael Davis,Office Furniture,Monday,April,Q2,1st sem.
69.51,2001-04-09,Women's Sandals,Elite Tech,Mexico,América,Sandra Anderson,Footwear,Monday,April,Q2,1st sem.
928.18,2001-04-09,Fitness Tracker,Reboot IT,Brazil,América,Robert Johnson,Wearables,Monday,April,Q2,1st sem.
451.72,2001-04-09,Smartphone Beta,Infinity Solutions,Brazil,América,Joseph Taylor,Mobile Devices,Monday,April,Q2,1st sem.
843.47,2001-04-09,Smart Watch,Elite Tech,Japan,Asia,Sarah Moore,Wearables,Monday,April,Q2,1st sem.
406.35,2001-04-09,Camping Tent,NextGen Innovators,Egypt,África,Linda Miller,Outdoor Gear,Monday,April,Q2,1st sem.
890.28,2001-04-09,USB Keyboard,Global Corp,Germany,Europa,John Smith,Computer Accessories,Monday,April,Q2,1st sem.
734.62,2001-04-09,Bluetooth Speaker,Nebula Innovations,South Africa,África,William Wilson,Audio Equipment,Monday,April,Q2,1st sem.
321.04,2001-04-09,Sunglasses,SysTech Ltd.,Kenya,África,Linda Miller,Fashion Accessories,Monday,April,Q2,1st sem.
604.67,2001-04-09,Bluetooth Speaker,Nebula Innovations,Japan,Asia,William Wilson,Audio Equipment,Monday,April,Q2,1st sem.
279.52,2001-04-09,Video Game Controller,Reboot IT,South Korea,Asia,Sandra Anderson,Video Games,Monday,April,Q2,1st sem.
791.2,2001-04-10,Notebook Basic,Infinity Solutions,Kenya,África,Laura Adams,Computers,Tuesday,April,Q2,1st sem.
507.76,2001-04-11,External Hard Drive,Pioneer Tech,India,Asia,John Smith,Storage Devices,Wednesday,April,Q2,1st sem.
386.81,2001-04-11,Desktop Alpha,Nebula Innovations,Brazil,América,Sarah Moore,Computers,Wednesday,April,Q2,1st sem.
993.5,2001-04-11,Stainless Steel Water Bottle,SysTech Ltd.,Mexico,América,Robert Johnson,Outdoor Gear,Wednesday,April,Q2,1st sem.
635.16,2001-04-11,Monitor 4K,Future Gadgets,Germany,Europa,Linda Miller,Monitors,Wednesday,April,Q2,1st sem.
726.36,2001-04-11,Gaming Console,Reboot IT,Canada,América,Michael Davis,Video Games,Wednesday,April,Q2,1st sem.
920.5,2001-04-11,Cat Litter Box,Tech Pioneers,Italy,Europa,Robert Johnson,Pet Supplies,Wednesday,April,Q2,1st sem.
38.14,2001-04-11,Sculpture,Ultra Tech,Brazil,América,Sarah Moore,Art,Wednesday,April,Q2,1st sem.
284.25,2001-04-11,Pet Bed,Tech Trends,Brazil,América,William Wilson,Pet Supplies,Wednesday,April,Q2,1st sem.
836.1,2001-04-11,USB Keyboard,Nebula Innovations,South Korea,Asia,Robert Johnson,Computer Accessories,Wednesday,April,Q2,1st sem.
881.75,2001-04-11,Notebook Professional,Pioneer Tech,Kenya,África,Laura Adams,Computers,Wednesday,April,Q2,1st sem.
631.76,2001-04-11,Solid State Drive,Future Gadgets,South Africa,África,William Wilson,Storage Devices,Wednesday,April,Q2,1st sem.
696.78,2001-04-12,Wristwatch,Tech Trends,Spain,Europa,William Wilson,Fashion Accessories,Thursday,April,Q2,1st sem.
339.95,2001-04-13,Sunglasses,Tech Pioneers,South Africa,África,Michael Davis,Fashion Accessories,Friday,April,Q2,1st sem.
614.15,2001-04-13,Cat Litter Box,Tech Trends,India,Asia,William Wilson,Pet Supplies,Friday,April,Q2,1st sem.
76.74,2001-04-13,Acoustic Piano,Reboot IT,Mexico,América,William Wilson,Musical Instruments,Friday,April,Q2,1st sem.
315.75,2001-04-13,Robot Vacuum,Innovate Unlimited,Kenya,África,Laura Adams,Home Appliances,Friday,April,Q2,1st sem.
484.67,2001-04-14,Electric Guitar,Gadget Galaxy,Canada,América,John Smith,Musical Instruments,Saturday,April,Q2,1st sem.
287.37,2001-04-14,LED Desk Lamp,Pioneer Tech,Kenya,África,John Smith,Lighting,Saturday,April,Q2,1st sem.
672.2,2001-04-14,Microwave Oven,Nebula Innovations,France,Europa,Patricia Brown,Kitchen Appliances,Saturday,April,Q2,1st sem.
274.2,2001-04-14,Robot Vacuum,Reboot IT,Spain,Europa,Sandra Anderson,Home Appliances,Saturday,April,Q2,1st sem.
731.96,2001-04-14,Smartphone Alpha,Nebula Innovations,USA,América,Michael Davis,Mobile Devices,Saturday,April,Q2,1st sem.
523.23,2001-04-14,Smart Watch,Innovate Unlimited,China,Asia,Joseph Taylor,Wearables,Saturday,April,Q2,1st sem.
746.42,2001-04-14,Notebook Basic,Nebula Innovations,Germany,Europa,John Smith,Computers,Saturday,April,Q2,1st sem.
296.44,2001-04-14,Sunglasses,SysTech Ltd.,France,Europa,Sarah Moore,Fashion Accessories,Saturday,April,Q2,1st sem.
439.12,2001-04-14,Gaming Console,Ultra Tech,Egypt,África,John Smith,Video Games,Saturday,April,Q2,1st sem.
570.85,2001-04-14,Smart Watch,Ultra Tech,South Africa,África,Linda Miller,Wearables,Saturday,April,Q2,1st sem.
292.29,2001-04-14,Desktop Beta,Pioneer Tech,Mexico,América,Laura Adams,Computers,Saturday,April,Q2,1st sem.
891.49,2001-04-14,Robot Vacuum,SysTech Ltd.,India,Asia,Joseph Taylor,Home Appliances,Saturday,April,Q2,1st sem.
572.13,2001-04-14,Fitness Tracker,Future Gadgets,USA,América,Sarah Moore,Wearables,Saturday,April,Q2,1st sem.
138.78,2001-04-15,Monitor 4K,Tech Pioneers,Canada,América,Sarah Moore,Monitors,Sunday,April,Q2,1st sem.
348.68,2001-04-15,Gaming Console,Tech Pioneers,France,Europa,Patricia Brown,Video Games,Sunday,April,Q2,1st sem.
467.63,2001-04-16,Notebook Basic,Pinnacle Tech,Canada,América,Patricia Brown,Computers,Monday,April,Q2,1st sem.
203.55,2001-04-16,Noise Cancelling Headphones,Future Gadgets,Brazil,América,William Wilson,Audio Equipment,Monday,April,Q2,1st sem.
29.83,2001-04-16,Pet Bed,Nebula Innovations,Germany,Europa,Patricia Brown,Pet Supplies,Monday,April,Q2,1st sem.
959.07,2001-04-16,Solid State Drive,Nebula Innovations,USA,América,William Wilson,Storage Devices,Monday,April,Q2,1st sem.
202.17,2001-04-17,Air Purifier,Infinity Solutions,Egypt,África,Sandra Anderson,Home Appliances,Tuesday,April,Q2,1st sem.
540.28,2001-04-17,Tablet Beta,Pioneer Tech,Mexico,América,William Wilson,Mobile Devices,Tuesday,April,Q2,1st sem.
901,2001-04-17,Science Fiction Novel,Innovate Unlimited,Canada,América,Sarah Moore,Books,Tuesday,April,Q2,1st sem.
440.19,2001-04-18,Notebook Professional,Ultra Tech,South Africa,África,Laura Adams,Computers,Wednesday,April,Q2,1st sem.
965.36,2001-04-18,Science Fiction Novel,Global Corp,South Korea,Asia,Sandra Anderson,Books,Wednesday,April,Q2,1st sem.
50.01,2001-04-18,Espresso Machine,Tech Trends,China,Asia,Sarah Moore,Kitchen Appliances,Wednesday,April,Q2,1st sem.
170.71,2001-04-19,Solid State Drive,Gadget Galaxy,Canada,América,John Smith,Storage Devices,Thursday,April,Q2,1st sem.
841.36,2001-04-20,Decorative Throw Pillow,Pioneer Tech,Italy,Europa,Sandra Anderson,Home Decor,Friday,April,Q2,1st sem.
49.82,2001-04-20,Wireless Mouse,Elite Tech,France,Europa,Patricia Brown,Computer Accessories,Friday,April,Q2,1st sem.
599.65,2001-04-20,Smartphone Alpha,Infinity Solutions,Mexico,América,Laura Adams,Mobile Devices,Friday,April,Q2,1st sem.
164.03,2001-04-20,Streaming Media Player,Pinnacle Tech,Japan,Asia,Linda Miller,Home Electronics,Friday,April,Q2,1st sem.
281.89,2001-04-20,Robot Vacuum,NextGen Innovators,Canada,América,Joseph Taylor,Home Appliances,Friday,April,Q2,1st sem.
789.07,2001-04-21,USB Keyboard,Tech Pioneers,Kenya,África,Robert Johnson,Computer Accessories,Saturday,April,Q2,1st sem.
692.22,2001-04-21,Hiking Boots,NextGen Innovators,Italy,Europa,William Wilson,Outdoor Gear,Saturday,April,Q2,1st sem.
202.64,2001-04-21,Streaming Media Player,Elite Tech,USA,América,Michael Davis,Home Electronics,Saturday,April,Q2,1st sem.
272.83,2001-04-21,Microwave Oven,Innovate Unlimited,China,Asia,Sandra Anderson,Kitchen Appliances,Saturday,April,Q2,1st sem.
674.55,2001-04-22,Tablet Beta,SysTech Ltd.,Germany,Europa,Robert Johnson,Mobile Devices,Sunday,April,Q2,1st sem.
398.23,2001-04-22,Microwave Oven,Nebula Innovations,India,Asia,Sarah Moore,Kitchen Appliances,Sunday,April,Q2,1st sem.
845.5,2001-04-23,Children's Backpack,Tech Trends,India,Asia,Laura Adams,School Supplies,Monday,April,Q2,1st sem.
885.33,2001-04-24,Notebook Professional,Global Corp,South Africa,África,Joseph Taylor,Computers,Tuesday,April,Q2,1st sem.
600.32,2001-04-24,Monitor 4K,Global Corp,Kenya,África,Joseph Taylor,Monitors,Tuesday,April,Q2,1st sem.
428.7,2001-04-24,Decorative Throw Pillow,Pinnacle Tech,USA,América,Sarah Moore,Home Decor,Tuesday,April,Q2,1st sem.
300.9,2001-04-24,Yoga Mat,Tech Pioneers,USA,América,Michael Davis,Fitness Equipment,Tuesday,April,Q2,1st sem.
598.33,2001-04-24,Noise Cancelling Headphones,Global Corp,China,Asia,John Smith,Audio Equipment,Tuesday,April,Q2,1st sem.
621.13,2001-04-25,Children's Backpack,NextGen Innovators,India,Asia,John Smith,School Supplies,Wednesday,April,Q2,1st sem.
712.55,2001-04-25,Desktop Alpha,Ultra Tech,South Africa,África,Robert Johnson,Computers,Wednesday,April,Q2,1st sem.
862.96,2001-04-25,Gaming Console,Tech Pioneers,Canada,América,Robert Johnson,Video Games,Wednesday,April,Q2,1st sem.
789.98,2001-04-25,Cat Litter Box,Innovate Unlimited,France,Europa,Laura Adams,Pet Supplies,Wednesday,April,Q2,1st sem.
159.98,2001-04-26,Monitor HD,Future Gadgets,USA,América,Michael Davis,Monitors,Thursday,April,Q2,1st sem.
44.44,2001-04-26,Decorative Throw Pillow,Future Gadgets,South Korea,Asia,Michael Davis,Home Decor,Thursday,April,Q2,1st sem.
644.64,2001-04-26,Robot Vacuum,Gadget Galaxy,South Africa,África,Sarah Moore,Home Appliances,Thursday,April,Q2,1st sem.
667.56,2001-04-26,Wall Art,Pinnacle Tech,Germany,Europa,Sarah Moore,Home Decor,Thursday,April,Q2,1st sem.
568.58,2001-04-26,Smart Watch,SysTech Ltd.,India,Asia,Robert Johnson,Wearables,Thursday,April,Q2,1st sem.
424.18,2001-04-26,Dumbbell Set,Tech Trends,India,Asia,Joseph Taylor,Fitness Equipment,Thursday,April,Q2,1st sem.
923.51,2001-04-26,Robot Vacuum,Global Corp,USA,América,Laura Adams,Home Appliances,Thursday,April,Q2,1st sem.
42.61,2001-04-26,Leather Office Chair,Ultra Tech,Spain,Europa,Patricia Brown,Office Furniture,Thursday,April,Q2,1st sem.
518.14,2001-04-27,Drone with Camera,SysTech Ltd.,South Africa,África,Linda Miller,Electronics,Friday,April,Q2,1st sem.
244.33,2001-04-27,Desktop Alpha,Reboot IT,Mexico,América,Sarah Moore,Computers,Friday,April,Q2,1st sem.
551.84,2001-04-27,Notebook Basic,Reboot IT,Spain,Europa,Sarah Moore,Computers,Friday,April,Q2,1st sem.
794.13,2001-04-27,Tablet Beta,Infinity Solutions,Brazil,América,Michael Davis,Mobile Devices,Friday,April,Q2,1st sem.
307.46,2001-04-27,Sculpture,Global Corp,Brazil,América,Sandra Anderson,Art,Friday,April,Q2,1st sem.
589.35,2001-04-27,Tablet Alpha,Tech Pioneers,Canada,América,Michael Davis,Mobile Devices,Friday,April,Q2,1st sem.
397.12,2001-04-27,Wristwatch,Future Gadgets,China,Asia,Joseph Taylor,Fashion Accessories,Friday,April,Q2,1st sem.
256.46,2001-04-27,Decorative Throw Pillow,Infinity Solutions,Kenya,África,Sandra Anderson,Home Decor,Friday,April,Q2,1st sem.
832.66,2001-04-27,Landscape Painting,Innovate Unlimited,France,Europa,Joseph Taylor,Art,Friday,April,Q2,1st sem.
337,2001-04-27,Electric Guitar,Pinnacle Tech,Italy,Europa,Robert Johnson,Musical Instruments,Friday,April,Q2,1st sem.
505.96,2001-04-28,Tablet Beta,Future Gadgets,Brazil,América,Sarah Moore,Mobile Devices,Saturday,April,Q2,1st sem.
873.13,2001-04-28,Air Purifier,Pinnacle Tech,Japan,Asia,William Wilson,Home Appliances,Saturday,April,Q2,1st sem.
898.56,2001-04-28,Sunglasses,Global Corp,China,Asia,Laura Adams,Fashion Accessories,Saturday,April,Q2,1st sem.
918.47,2001-04-28,Bluetooth Speaker,SysTech Ltd.,Japan,Asia,Robert Johnson,Audio Equipment,Saturday,April,Q2,1st sem.
614.7,2001-04-28,Microwave Oven,Future Gadgets,Brazil,América,William Wilson,Kitchen Appliances,Saturday,April,Q2,1st sem.
668.18,2001-04-28,Gaming Console,Tech Pioneers,Japan,Asia,Linda Miller,Video Games,Saturday,April,Q2,1st sem.
985.07,2001-04-28,Stainless Steel Water Bottle,Reboot IT,China,Asia,Michael Davis,Outdoor Gear,Saturday,April,Q2,1st sem.
233.95,2001-04-28,Sunglasses,Global Corp,Egypt,África,John Smith,Fashion Accessories,Saturday,April,Q2,1st sem.
940.08,2001-04-28,Bluetooth Speaker,Pinnacle Tech,Germany,Europa,Laura Adams,Audio Equipment,Saturday,April,Q2,1st sem.
703.3,2001-04-28,Drone with Camera,Pioneer Tech,India,Asia,Linda Miller,Electronics,Saturday,April,Q2,1st sem.
281.88,2001-04-28,Tablet Alpha,Tech Trends,India,Asia,William Wilson,Mobile Devices,Saturday,April,Q2,1st sem.
970.58,2001-04-29,Landscape Painting,Reboot IT,Germany,Europa,Sandra Anderson,Art,Sunday,April,Q2,1st sem.
546.12,2001-04-29,Virtual Reality Headset,Tech Pioneers,Egypt,África,William Wilson,Electronics,Sunday,April,Q2,1st sem.
380.72,2001-04-29,Dumbbell Set,SysTech Ltd.,Mexico,América,Robert Johnson,Fitness Equipment,Sunday,April,Q2,1st sem.
871.75,2001-04-29,Cat Litter Box,Reboot IT,USA,América,Laura Adams,Pet Supplies,Sunday,April,Q2,1st sem.
72.3,2001-04-29,Notebook Professional,Infinity Solutions,South Africa,África,Michael Davis,Computers,Sunday,April,Q2,1st sem.
536.88,2001-04-29,Science Fiction Novel,Pinnacle Tech,Egypt,África,William Wilson,Books,Sunday,April,Q2,1st sem.
385.23,2001-04-29,Gaming Console,Global Corp,USA,América,John Smith,Video Games,Sunday,April,Q2,1st sem.
287.86,2001-04-29,Smartphone Beta,Innovate Unlimited,Mexico,América,John Smith,Mobile Devices,Sunday,April,Q2,1st sem.
47.81,2001-04-29,Camping Tent,Pinnacle Tech,China,Asia,Laura Adams,Outdoor Gear,Sunday,April,Q2,1st sem.
378.74,2001-04-29,Robot Vacuum,Reboot IT,South Africa,África,Sarah Moore,Home Appliances,Sunday,April,Q2,1st sem.
760.75,2001-04-29,Science Fiction Novel,Infinity Solutions,Canada,América,Michael Davis,Books,Sunday,April,Q2,1st sem.
284.44,2001-04-29,Camping Tent,SysTech Ltd.,Kenya,África,Joseph Taylor,Outdoor Gear,Sunday,April,Q2,1st sem.
999.69,2001-04-29,Tablet Alpha,Tech Pioneers,Germany,Europa,Laura Adams,Mobile Devices,Sunday,April,Q2,1st sem.
704.53,2001-04-29,Notebook Professional,NextGen Innovators,Italy,Europa,Laura Adams,Computers,Sunday,April,Q2,1st sem.
353.34,2001-04-29,Landscape Painting,Gadget Galaxy,France,Europa,John Smith,Art,Sunday,April,Q2,1st sem.
639.41,2001-04-29,Espresso Machine,NextGen Innovators,China,Asia,Laura Adams,Kitchen Appliances,Sunday,April,Q2,1st sem.
914.6,2001-04-29,Gaming Console,Tech Pioneers,Brazil,América,John Smith,Video Games,Sunday,April,Q2,1st sem.
989.58,2001-04-29,LED Desk Lamp,Tech Trends,Kenya,África,Robert Johnson,Lighting,Sunday,April,Q2,1st sem.
68,2001-04-29,Notebook Professional,Innovate Unlimited,South Africa,África,William Wilson,Computers,Sunday,April,Q2,1st sem.
625.96,2001-04-30,Monitor 4K,Global Corp,Egypt,África,Sarah Moore,Monitors,Monday,April,Q2,1st sem.
401.73,2001-04-30,Monitor HD,Tech Trends,Japan,Asia,Robert Johnson,Monitors,Monday,April,Q2,1st sem.
896.05,2001-04-30,Notebook Professional,Tech Pioneers,South Africa,África,Laura Adams,Computers,Monday,April,Q2,1st sem.
102.43,2001-04-30,Air Purifier,Infinity Solutions,Italy,Europa,Robert Johnson,Home Appliances,Monday,April,Q2,1st sem.
918.19,2001-05-01,Dumbbell Set,Future Gadgets,France,Europa,Sandra Anderson,Fitness Equipment,Tuesday,May,Q2,1st sem.
380.72,2001-05-01,Stainless Steel Water Bottle,Tech Pioneers,Egypt,África,Robert Johnson,Outdoor Gear,Tuesday,May,Q2,1st sem.
823.85,2001-05-01,Electric Guitar,Infinity Solutions,Brazil,América,Laura Adams,Musical Instruments,Tuesday,May,Q2,1st sem.
304.97,2001-05-01,Wireless Mouse,Tech Pioneers,Egypt,África,Linda Miller,Computer Accessories,Tuesday,May,Q2,1st sem.
836.91,2001-05-02,Air Purifier,Global Corp,Brazil,América,William Wilson,Home Appliances,Wednesday,May,Q2,1st sem.
147.97,2001-05-02,Virtual Reality Headset,Pioneer Tech,Kenya,África,John Smith,Electronics,Wednesday,May,Q2,1st sem.
606.68,2001-05-02,Smartphone Beta,Tech Trends,Nigeria,África,Linda Miller,Mobile Devices,Wednesday,May,Q2,1st sem.
961.56,2001-05-03,Stainless Steel Water Bottle,NextGen Innovators,India,Asia,Sandra Anderson,Outdoor Gear,Thursday,May,Q2,1st sem.
514.35,2001-05-03,Gaming Console,Reboot IT,South Africa,África,Patricia Brown,Video Games,Thursday,May,Q2,1st sem.
780.36,2001-05-03,Robot Vacuum,Pioneer Tech,Germany,Europa,Sarah Moore,Home Appliances,Thursday,May,Q2,1st sem.
613.16,2001-05-03,External Hard Drive,Ultra Tech,Nigeria,África,Joseph Taylor,Storage Devices,Thursday,May,Q2,1st sem.
584.65,2001-05-03,Sculpture,Infinity Solutions,South Korea,Asia,Sandra Anderson,Art,Thursday,May,Q2,1st sem.
691.91,2001-05-03,Video Game Controller,Global Corp,Spain,Europa,William Wilson,Video Games,Thursday,May,Q2,1st sem.
151.32,2001-05-03,Leather Office Chair,SysTech Ltd.,Egypt,África,William Wilson,Office Furniture,Thursday,May,Q2,1st sem.
707.21,2001-05-03,Landscape Painting,Elite Tech,Spain,Europa,Laura Adams,Art,Thursday,May,Q2,1st sem.
734.38,2001-05-03,Noise Cancelling Headphones,Tech Pioneers,Canada,América,Joseph Taylor,Audio Equipment,Thursday,May,Q2,1st sem.
738.12,2001-05-04,Notebook Basic,Nebula Innovations,France,Europa,Joseph Taylor,Computers,Friday,May,Q2,1st sem.
3.65,2001-05-04,Bluetooth Speaker,Nebula Innovations,Mexico,América,Sarah Moore,Audio Equipment,Friday,May,Q2,1st sem.
162.85,2001-05-04,Smart Watch,Innovate Unlimited,South Africa,África,John Smith,Wearables,Friday,May,Q2,1st sem.
146.79,2001-05-04,Stainless Steel Water Bottle,Future Gadgets,Kenya,África,William Wilson,Outdoor Gear,Friday,May,Q2,1st sem.
54.18,2001-05-05,Virtual Reality Headset,Nebula Innovations,Germany,Europa,Joseph Taylor,Electronics,Saturday,May,Q2,1st sem.
552.64,2001-05-05,USB Keyboard,Tech Pioneers,Nigeria,África,Robert Johnson,Computer Accessories,Saturday,May,Q2,1st sem.
202.87,2001-05-05,Science Fiction Novel,Global Corp,India,Asia,Sandra Anderson,Books,Saturday,May,Q2,1st sem.
928.35,2001-05-05,Yoga Mat,Reboot IT,Kenya,África,William Wilson,Fitness Equipment,Saturday,May,Q2,1st sem.
632.54,2001-05-05,Decorative Throw Pillow,Global Corp,Mexico,América,Michael Davis,Home Decor,Saturday,May,Q2,1st sem.
70.56,2001-05-05,Camping Tent,Infinity Solutions,South Africa,África,Michael Davis,Outdoor Gear,Saturday,May,Q2,1st sem.
574.25,2001-05-05,Microwave Oven,Pinnacle Tech,Brazil,América,Laura Adams,Kitchen Appliances,Saturday,May,Q2,1st sem.
56.27,2001-05-05,Dumbbell Set,Pinnacle Tech,USA,América,Joseph Taylor,Fitness Equipment,Saturday,May,Q2,1st sem.
126.42,2001-05-05,Wristwatch,Gadget Galaxy,Kenya,África,John Smith,Fashion Accessories,Saturday,May,Q2,1st sem.
83.06,2001-05-05,Camping Tent,Elite Tech,South Africa,África,John Smith,Outdoor Gear,Saturday,May,Q2,1st sem.
351.16,2001-05-05,Pet Bed,Nebula Innovations,India,Asia,Linda Miller,Pet Supplies,Saturday,May,Q2,1st sem.
388.03,2001-05-05,Monitor HD,Innovate Unlimited,India,Asia,Michael Davis,Monitors,Saturday,May,Q2,1st sem.
965.92,2001-05-05,Espresso Machine,Nebula Innovations,Nigeria,África,Patricia Brown,Kitchen Appliances,Saturday,May,Q2,1st sem.
558.99,2001-05-06,Fitness Tracker,Global Corp,Spain,Europa,John Smith,Wearables,Sunday,May,Q2,1st sem.
239.27,2001-05-06,Espresso Machine,Pinnacle Tech,Italy,Europa,Sandra Anderson,Kitchen Appliances,Sunday,May,Q2,1st sem.
15.63,2001-05-06,Desktop Beta,Ultra Tech,Germany,Europa,Michael Davis,Computers,Sunday,May,Q2,1st sem.
651.3,2001-05-06,LED Desk Lamp,Global Corp,Kenya,África,Robert Johnson,Lighting,Sunday,May,Q2,1st sem.
138.13,2001-05-06,Pet Bed,SysTech Ltd.,Brazil,América,Joseph Taylor,Pet Supplies,Sunday,May,Q2,1st sem.
964.99,2001-05-06,Espresso Machine,Tech Trends,Japan,Asia,John Smith,Kitchen Appliances,Sunday,May,Q2,1st sem.
381.3,2001-05-06,Biography Book,Tech Pioneers,Canada,América,Laura Adams,Books,Sunday,May,Q2,1st sem.
340.03,2001-05-06,Cat Litter Box,Tech Trends,Mexico,América,Laura Adams,Pet Supplies,Sunday,May,Q2,1st sem.
650.33,2001-05-06,Men's Sneakers,NextGen Innovators,USA,América,Joseph Taylor,Footwear,Sunday,May,Q2,1st sem.
505.37,2001-05-06,Sculpture,Nebula Innovations,USA,América,William Wilson,Art,Sunday,May,Q2,1st sem.
